fid,code_giris,can_orient,city_irreg,wdt_str,alb,pop_den,veg_den,bld_hgt,no_wind_d,max_temp,max_dtemp,no_cloud,iuhi,veg_dt,veg_cost,veg_eff,alb_dt,alb_cost,alb_eff,cmb_dt,cmb_cost,cmb_eff,age_perc,pov_perc,alone_perc,dpe_perc,hvi
"427","3417218",E,irregular,5.23,0.1777,2609.95,0.19985,9.95,0.0691,28.28,9.87,52.8604,6.08,1.57,93.748,0.0141,0.59,17.3127,0.0248,2.16,111.0607,0.0162,11.78,16.89,51.16,7.44,11
"428","3417220",SE,irregular,4.29,0.1583,11205.45,0.14517,11,0.0691,28.28,9.87,52.8604,7.89,1.83,11.354,0.5819,1.21,4.8172,0.7846,3.05,16.1712,0.6741,18.07,26.06,60.49,37.84,18
"429","3417221",E,regular,4.8,0.1645,5341.89,0.37539,5.91,0.0691,28.28,9.87,52.8604,5.19,0.52,3.777,0.2369,0.73,3.8849,0.2798,1.25,7.6619,0.278,22.02,18.71,44.29,11.6,11
"430","3417223",SE,irregular,4.72,0.1563,5542.17,0.37826,8.29,0.0691,28.28,9.87,52.8604,6.24,0.53,8.151,0.1161,1.11,12.2108,0.1404,1.64,20.3618,0.1424,19.53,19.73,55.21,25.96,13
"431","3417224",SW,irregular,4.42,0.1602,6147.9,0.36592,8.81,0.0691,28.28,9.87,52.8604,6.03,0.52,6.834,0.1507,0.83,8.9055,0.1597,1.35,15.7395,0.1682,20.56,18.21,56.76,27.02,14
"432","3417225",SE,irregular,3.64,0.1765,9015.38,0.20267,12.88,0.0691,28.28,9.87,52.8604,7.32,1.31,10.895,0.3492,0.94,4.8986,0.4822,2.25,15.7936,0.4097,14.07,28.88,64.38,44.82,18
"433","3417226",SE,irregular,4.28,0.1733,11070.59,0.14031,10.64,0.0691,28.28,9.87,52.8604,7.61,1.83,14.261,0.4577,0.83,5.0443,0.5077,2.66,19.3053,0.4866,17.1,23.76,55.2,30.57,16
"434","3417227",E,regular,4.8,0.163,6702.08,0.30487,14,0.0691,28.28,9.87,52.8604,5.66,0.79,9.469,0.1801,0.83,7.2546,0.2137,1.62,16.7236,0.2071,24.87,17.08,55.2,1.12,13
"435","3417228",SE,irregular,4.28,0.1566,9637.7,0.31854,7.73,0.0691,28.28,9.87,52.8604,6.65,0.79,5.454,0.4498,1.11,5.2748,0.5653,1.9,10.7288,0.5444,18.03,29.29,47.62,38.01,15
"436","3417229",E,regular,4.05,0.1536,6487.93,0.42185,7.94,0.0691,28.28,9.87,52.8604,5.28,0.26,1.141,0.4763,1.11,4.7189,0.4254,1.37,5.8599,0.4838,20.18,17.82,50.48,29.8,13
"437","3417230",S,irregular,3.9,0.1689,8458.82,0.16838,16.03,0.0691,28.28,9.87,52.8604,8.38,1.57,6.486,0.6597,0.830000000000001,2.434,0.804,2.41,8.92,0.729,21.21,22.73,60.26,35.66,20
"438","3419801",SE,irregular,4.7,0.1836,1026.82,0.42183,4.8,0.0691,28.28,9.87,52.8604,5.19,0.26,17.032,0.0051,0.350000000000001,24.4961,0.0041,0.61,41.5281,0.0048,25.4,11,28.72,22.13,9
"439","3430101",E,irregular,4.29,0.1799,12610.96,0.11728,10.22,0.0728,27.16,7.38,36.8879,7.1,1.83,16.444,0.4522,0.59,5.0172,0.4134,2.42,21.4612,0.4536,27.35,27.21,52.17,23.46,17
"440","3430102",S,irregular,4.63,0.1858,9729.41,0.16844,11.94,0.0728,27.16,7.38,36.8879,7.6,1.57,6.485,0.7589,0.69,1.8713,1,2.26,8.3563,0.8394,34.49,22.61,55.33,16.67,19
"441","3430104",E,irregular,3.98,0.1533,7050,0.30898,6.66,0.0728,27.16,7.38,36.8879,6.53,0.78,5.368,0.33,0.86,3.3595,0.5031,1.65,8.7275,0.4252,26.32,19.35,40.55,13.39,13
"442","3430106",SW,irregular,4.26,0.1892,5308.05,0.11922,4.46,0.0728,27.16,7.38,36.8879,6.79,1.83,19.484,0.1606,0.69,5.7901,0.1763,2.53,25.2741,0.1695,22.6,37.02,26.64,10.53,13
"443","3430108",SE,irregular,4.41,0.1862,3284.15,0.11219,7.7,0.0728,27.16,7.38,36.8879,6.83,1.84,18.753,0.1038,0.59,5.1121,0.1057,2.43,23.8651,0.1067,37.08,20.79,55.96,9.2,16
"444","3430109",SE,irregular,4.33,0.1734,3866.07,0.18856,5.16,0.0728,27.16,7.38,36.8879,6.81,1.57,19.84,0.0986,0.73,6.7258,0.117,2.3,26.5658,0.1068,27.13,14.74,33.34,13.49,13
"445","3430110",E,regular,4.21,0.1663,4772.06,0.3281,8.23,0.0728,27.16,7.38,36.8879,5.34,0.79,5.641,0.2153,0.83,3.9595,0.2788,1.62,9.6005,0.2569,33.05,19.47,53.46,9.52,13
"446","3430112",S,irregular,4.18,0.1817,7657.14,0.08728,11.64,0.0728,27.16,7.38,36.8879,8.05,2.09,5.156,1,0.590000000000001,1.3899,0.906,2.68,6.5459,1,33.08,26.77,56.34,33.33,19
"447","3432400",SW,mixed,4.26,0.1866,1467.85,0.36717,5.33,0.0998,28.52,12.37,83.4783,5.39,0.53,17.598,0.0142,0.489999999999999,14.7872,0.0136,1.01,32.3852,0.0146,43.21,19.06,48.73,21.94,15
"448","3509301",S,irregular,4.29,0.1426,1314.96,0.28336,5.27,0.0865,21.14,8.72,14.9199,7.06,1.05,86.226,0.035,0.73,31.5168,0.0254,1.78,117.7428,0.029,40.29,11.52,48.71,53.73,17
"449","3511501",E,irregular,4.63,0.1499,1827.8,0.38073,5.74,0.1309,23.29,10.49,17.254,5.72,0.52,49.472,0.042,0.72,44.3548,0.0247,1.25,93.8268,0.0355,24.75,16.15,46.5,36.72,14
"450","3523801",S,irregular,4.59,0.1151,9237.89,0.10901,10.86,0.1423,23.42,11.1,55.6064,9.47,1.84,37.166,1,2.15,16.5466,1,3.99,53.7126,1,20.05,16.53,56.26,52.73,20
"451","3523802",E,regular,4.79,0.1301,7152.3,0.19953,7.53,0.1423,23.42,11.1,55.6064,7.04,1.57,48.037,0.5111,1.42,21.7333,0.3893,3,69.7703,0.4482,15.06,14.67,51.37,46.93,16
"452","3523803",E,irregular,4.98,0.1521,3252.96,0.24119,6.76,0.1423,23.42,11.1,55.6064,6.75,1.31,59.906,0.1555,1.01,25.1877,0.1087,2.32,85.0937,0.1292,18.11,14.09,54.14,28.85,14
"453","3523804",S,irregular,4.74,0.1452,2748.86,0.29795,5.64,0.1423,23.42,11.1,55.6064,7.38,1.05,18.182,0.3471,0.86,8.9462,0.2201,1.91,27.1282,0.282,15.53,13.27,44.48,50.79,16
"454","3523806",E,irregular,4.58,0.1468,2299.79,0.286,6.24,0.1423,23.42,11.1,55.6064,6.48,1.04,53.571,0.0976,0.86,24.6928,0.0667,1.91,78.2638,0.0818,14.06,18.46,51.82,30.87,14
"455","3523807",E,irregular,4.7,0.1414,3659.96,0.24655,5.31,0.1423,23.42,11.1,55.6064,6.75,1.31,67.208,0.156,0.87,26.4725,0.1002,2.18,93.6805,0.1241,16.31,13.44,44.52,28.42,13
"456","3523808",E,irregular,4.49,0.1331,6704.2,0.09365,5.51,0.1423,23.42,11.1,55.6064,8.11,2.1,63.197,0.4871,1.43,20.5332,0.389,3.52,83.7302,0.4107,16.76,14.34,45.93,49.11,16
"457","3523811",E,mixed,4.26,0.1515,6147.62,0.42092,7.4,0.1423,23.42,11.1,55.6064,5.55,0.26,5.543,0.6305,0.73,10.4412,0.3581,0.99,15.9842,0.5549,17.95,28.5,42.44,23.85,13
"458","3523812",E,irregular,4.42,0.1486,5025.38,0.386,6.88,0.1423,23.42,11.1,55.6064,6.04,0.52,11.408,0.5009,0.87,12.6278,0.2884,1.39,24.0358,0.4235,19.35,19.88,48.77,26.29,12
"459","3528101",SW,irregular,4.64,0.151,3520.69,0.24697,5.77,0.1423,23.42,11.1,55.6064,6.97,1.31,15.976,0.6312,0.87,5.5901,0.4565,2.18,21.5661,0.5186,14.68,13,50.21,27.07,14
"460","3528801",S,irregular,4.49,0.1404,2259.22,0.18978,5.61,0.0865,21.14,8.72,14.9199,7.64,1.57,148.288,0.0523,0.859999999999999,45.9921,0.0352,2.44,194.2801,0.0413,35.57,10.47,48.72,50.75,18
"461","3528802",S,irregular,4.78,0.14,2607.79,0.24655,5.48,0.0865,21.14,8.72,14.9199,7.38,1.31,106.263,0.0703,0.73,37.7443,0.042,2.04,144.0073,0.0538,27.7,14.4,48.53,42.61,17
"462","3604401",E,irregular,4.87,0.1336,3689.86,0.15642,5.89,0.1584,25.31,12.07,39.7254,7.43,1.57,41.16,0.2918,1.53,18.3399,0.325,3.1,59.4999,0.328,24.43,13.05,56,46.94,18
"463","3604402",SW,irregular,4.26,0.1537,2425.74,0.22529,4.4,0.1584,25.31,12.07,39.7254,6.85,1.31,20.72,0.318,0.859999999999999,6.6241,0.3325,2.17,27.3441,0.3285,19.95,26.33,50.26,52.43,18
"464","3604404",S,irregular,4.53,0.1574,1778.66,0.28659,4.3,0.1584,25.31,12.07,39.7254,7.21,1.05,26.523,0.146,0.73,9.9937,0.1372,1.78,36.5167,0.1479,21.72,12.5,43.37,28.85,14
"465","3604405",SE,irregular,4.65,0.1466,6108.49,0.17308,5.24,0.1584,25.31,12.07,39.7254,7.39,1.57,19.885,1,0.859999999999999,5.546,1,2.44,25.431,1,17.91,35.29,43.63,36.97,17
"466","3604408",SE,irregular,4.78,0.1327,4273.47,0.11278,5.32,0.1584,25.31,12.07,39.7254,8,1.84,22.373,0.7287,1.43,7.241,0.891,3.26,29.614,0.8027,21.79,13.8,50.1,36.09,17
"467","3604410",S,irregular,4.54,0.1566,1955.24,0.42914,4.53,0.1584,25.31,12.07,39.7254,6.42,0.26,1.549,0.6805,0.73,3.8985,0.3865,0.99,5.4475,0.6063,26.86,13.13,45.85,48.88,16
"468","3604412",SW,irregular,4.79,0.1551,1636.51,0.30401,4.12,0.1584,25.31,12.07,39.7254,6.27,0.79,12.501,0.2144,0.73,5.0748,0.2485,1.51,17.5758,0.2399,33.31,18.21,43.38,23.44,14
"469","3706300",SW,irregular,4.62,0.1561,1351.99,0.29764,4.7,0.1071,24.73,10.78,35.5606,6.46,1.05,36.438,0.0181,0.73,14.3024,0.0204,1.78,50.7404,0.0191,24.87,20.4,44.04,53.49,16
"470","3712201",S,irregular,4.05,0.1408,6113.7,0.14026,5.58,0.1071,24.73,10.78,35.5606,8.26,1.84,15.312,0.3411,0.87,4.7121,0.3342,2.71,20.0241,0.334,21.42,13.8,47.49,20.8,16
"471","3712204",S,irregular,4.65,0.162,1390.05,0.3289,4.5,0.1071,24.73,10.78,35.5606,6.59,0.78,15.742,0.032,0.45,7.0207,0.0264,1.23,22.7627,0.0303,26.03,4.39,29.07,20.47,11
"472","3712206",S,irregular,4.03,0.1454,3200,0.39439,5.4,0.1071,24.73,10.78,35.5606,6.79,0.53,4.28,0.184,0.73,4.4443,0.1556,1.25,8.7243,0.1851,27.07,11.61,40.12,40.11,15
"473","3712207",S,irregular,4.06,0.1466,2872.73,0.38908,5.16,0.1071,24.73,10.78,35.5606,6.79,0.53,5.977,0.1183,0.73,5.8478,0.1062,1.25,11.8248,0.1226,30.96,9.22,29.31,24.79,12
"474","3712208",E,mixed,4.44,0.1507,5763.23,0.27411,5.5,0.1071,24.73,10.78,35.5606,6.19,1.05,18.507,0.1518,0.73,5.9088,0.2108,1.78,24.4158,0.1696,17.88,31.43,37.18,35.68,14
"475","3723301",E,mixed,4.31,0.1579,1431,0.41791,4.63,0.1071,24.73,10.78,35.5606,5.14,0.26,25.217,0.0069,0.73,41.375,0.0075,0.99,66.592,0.0086,19.88,18.9,38.58,50.52,13
"476","3726101",E,mixed,4.44,0.124,5219.75,0.38568,8.88,0.1071,24.73,10.78,35.5606,6.08,0.52,7.143,0.1764,1.63,12.8684,0.1958,2.15,20.0114,0.2264,18.48,22.64,62.95,59.04,17
"477","3726102",S,mixed,4.34,0.1263,9065.77,0.12984,7.32,0.1071,24.73,10.78,35.5606,8.44,1.83,24.063,0.3201,1.53,11.2311,0.3657,3.36,35.2941,0.3484,21.83,15.32,51.76,53.27,19
"478","3726105",S,mixed,4.11,0.1411,6925,0.1465,5.6,0.1071,24.73,10.78,35.5606,7.95,1.83,13.977,0.421,1.11,6.2274,0.3655,2.94,20.2044,0.4068,17.65,19.53,52.45,46.55,17
"479","3726106",E,irregular,4.69,0.1452,4368.69,0.16712,6.75,0.1071,24.73,10.78,35.5606,7.02,1.57,18.97,0.1679,1.01,6.3664,0.2052,2.58,25.3364,0.1796,12.02,28.31,51.31,38.89,15
"480","3726107",S,mixed,4.17,0.1246,10127.66,0.07653,6.06,0.1071,24.73,10.78,35.5606,8.77,2.09,11.88,0.8273,1.63,4.963,0.985,3.73,16.843,0.9055,17.87,13.76,47.51,53.51,17
"481","3726108",S,mixed,4.19,0.1317,7210.81,0.04589,5.14,0.1071,24.73,10.78,35.5606,8.89,2.36,20.235,0.3905,1.53,6.8512,0.4768,3.88,27.0862,0.417,19.32,12.22,46.9,53.07,17
"482","3726109",E,mixed,4.59,0.1437,8273.47,0.38945,13.98,0.1071,24.73,10.78,35.5606,5.95,0.53,2.036,1,0.53,1.4713,0.8825,1.05,3.5073,1,20.77,25.35,40.01,0,13
"483","3726110",S,mixed,5.26,0.1242,8162.63,0.12082,5.24,0.1071,24.73,10.78,35.5606,7.82,1.83,22.064,0.3143,1.52,9.4547,0.3886,3.36,31.5187,0.3513,21.86,14.51,52.68,55.61,18
"484","3726111",S,irregular,4.38,0.1359,11723.38,0.08401,7.57,0.1071,24.73,10.78,35.5606,9.08,2.1,19.074,0.5993,1.29,4.4782,1,3.38,23.5522,0.6792,15.51,42.35,48.59,35.87,19
"485","3726112",E,irregular,5.3,0.1275,6785.71,0.13602,5.03,0.1071,24.73,10.78,35.5606,7.16,1.84,13.395,0.4328,1.29,4.1392,0.6262,3.12,17.5342,0.4875,21.99,18.25,45.44,47.35,16
"486","3726113",E,irregular,5.27,0.1626,2074.19,0.37155,6.89,0.1071,24.73,10.78,35.5606,4.99,0.52,4.987,0.1004,0.45,2.8612,0.0966,0.97,7.8482,0.1035,26.21,34.5,51.29,0,14
"487","3726114",S,irregular,4.36,0.1465,4390.06,0.28357,5.47,0.1071,24.73,10.78,35.5606,7.39,1.04,39.781,0.0533,0.859999999999999,18.7399,0.0597,1.91,58.5209,0.0578,17.62,15.08,48.54,26.83,14
"488","3726117",E,mixed,4.33,0.1381,5124.63,0.17951,4.04,0.1071,24.73,10.78,35.5606,7.01,1.57,37.201,0.1004,1.28,11.9125,0.1631,2.85,49.1135,0.1201,22.07,16.78,45.25,31.69,15
"489","3726118",S,irregular,4.61,0.1457,1228.94,0.22421,4.34,0.1071,24.73,10.78,35.5606,7.4,1.31,41.792,0.0179,0.87,16.4246,0.0193,2.18,58.2166,0.0186,28.77,9.2,29.28,31.55,14
"490","3805301",SE,irregular,4.95,0.1754,1201.69,0.44423,6.84,0.2247,25.82,13.64,39.7254,5.59,0.26,2.696,0.1602,0.59,19.8756,0.0295,0.85,22.5716,0.0536,15.7,15.16,44.98,36.75,13
"491","3815101",S,regular,4.68,0.1577,4180,0.22847,6.77,0.5908,26.88,12.12,25.5378,7.16,1.31,31.544,0.2399,0.87,11.5362,0.2605,2.18,43.0802,0.2504,24.68,16.29,37.63,12.98,12
"492","3815102",S,irregular,4.35,0.1663,3222.56,0.08848,7.15,0.5908,26.88,12.12,25.5378,8.13,2.1,47.717,0.196,0.840000000000001,14.7974,0.1512,2.93,62.5144,0.1788,17.59,17.76,38.69,7.29,12
"493","3815103",E,irregular,4.35,0.1533,6650.64,0.25639,11.04,0.5908,26.88,12.12,25.5378,6.74,1.04,20.492,0.4665,1,11.1192,0.4942,2.05,31.6112,0.5107,18.11,25.32,30.93,12,12
"494","3815801",SW,irregular,4.3,0.1562,2312.8,0.41207,6.01,0.5908,26.88,12.12,25.5378,5.89,0.26,11.904,0.0698,0.72,18.4925,0.0744,0.99,30.3965,0.0892,17.35,10.13,32.45,21.14,10
"495","3818501",S,irregular,4.43,0.1582,5329.15,0.16941,11.17,0.5908,26.88,12.12,25.5378,8.09,1.57,80.211,0.1442,1.11,30.3337,0.1611,2.68,110.5447,0.153,13.39,17.35,54.55,52.18,17
"496","3818502",SW,irregular,4.27,0.1385,8525.61,0.35841,14.68,0.5908,26.88,12.12,25.5378,6.93,0.52,23.187,0.2643,1.42,28.1438,0.3555,1.94,51.3308,0.3815,18.68,15.63,51.17,50.1,16
"497","3818503",S,mixed,4.68,0.1496,6863.88,0.20079,9.58,0.5908,26.88,12.12,25.5378,7.47,1.31,56.579,0.2197,1.01,21.1706,0.2706,2.32,77.7496,0.2425,19.37,16.49,47.7,44.36,15
"498","3818504",S,irregular,4.49,0.1559,8905.37,0.18056,9.74,0.5908,26.88,12.12,25.5378,8.11,1.57,61.153,0.316,1.11,26.8691,0.304,2.68,88.0221,0.321,19.32,14.56,49.4,39.94,16
"499","3818505",S,irregular,4.27,0.1528,8144.24,0.2301,8.22,0.5908,26.88,12.12,25.5378,7.85,1.31,24.603,0.5994,1.01,11.1565,0.6093,2.32,35.7595,0.6256,16.08,25.22,43.31,36.26,16
"500","3818506",S,irregular,3.96,0.1484,9547.89,0.23297,11.72,0.5908,26.88,12.12,25.5378,8.28,1.31,31.347,0.5515,1.11,16.9534,0.5166,2.42,48.3004,0.5664,18.06,24.17,37.81,15.71,15
"501","3822902",SW,irregular,4.35,0.1491,5226.04,0.351,8.85,0.5908,26.88,12.12,25.5378,6.24,0.53,6.48,0.5908,0.73,4.5629,0.6909,1.25,11.0429,0.7004,28.55,6.27,39.98,37.75,14
"502","3831701",S,regular,4.28,0.161,1721.27,0.34396,6.83,0.5908,26.88,12.12,25.5378,6.21,0.78,41.111,0.0451,0.45,18.2145,0.0351,1.23,59.3255,0.0423,17.76,14.99,38.57,33.77,12
"503","3838201",SE,irregular,4.55,0.1611,1680.42,0.39301,6.47,0.5908,26.88,12.12,25.5378,5.82,0.53,22.39,0.055,0.45,22.0689,0.0283,0.98,44.4589,0.0439,18.77,8.7,33.77,43.36,11
"504","3842101",E,irregular,4.44,0.1537,6135.87,0.1562,6.83,0.5908,26.88,12.12,25.5378,7.14,1.57,18.307,0.7273,1.01,6.302,0.8126,2.58,24.609,0.7616,16.75,16.76,45.03,41.51,14
"505","3842102",SW,irregular,4.32,0.1499,7714.58,0.19265,8.26,0.5908,26.88,12.12,25.5378,7.36,1.57,16.741,1,0.87,5.546,1,2.44,22.287,1,11.74,20.4,32.44,8.4,11
"506","3842103",SE,irregular,4.55,0.1573,4966.04,0.22142,6.75,0.5908,26.88,12.12,25.5378,7.02,1.31,16.426,0.5474,1,6.4444,0.6368,2.31,22.8704,0.5939,20.24,13.5,32.15,36.84,14
"507","3842104",E,irregular,4.4,0.1475,4328.7,0.37649,6.15,0.5908,26.88,12.12,25.5378,6.02,0.53,5.432,0.5838,0.73,4.2341,0.6167,1.26,9.6661,0.6681,18.03,9.13,30.41,46.92,12
"508","3842106",E,irregular,4.32,0.1568,1161.47,0.33681,7.49,0.5908,26.88,12.12,25.5378,6.14,0.79,16.803,0.0755,0.87,11.8142,0.0707,1.66,28.6172,0.0798,18.55,18.49,50.5,55.81,15
"509","3854401",SW,mixed,4.5,0.1584,3133.96,0.37426,7.26,0.1936,26.67,10.09,71.2586,6.06,0.53,10.981,0.2091,1.01,10.1022,0.2589,1.53,21.0832,0.2693,23.26,14.1,48.88,35.94,14
"510","3930001",S,irregular,4.04,0.1657,2054.88,0.28921,7.03,0.362,24.77,9.98,21.6934,7.03,1.04,83.981,1,0.59,34.8933,1,1.63,118.8743,1,26.08,17.88,51.81,34.11,16
"511","4101801",E,irregular,4.23,0.1549,7030,0.21549,6.72,0.1121,24.77,11.72,25.1716,6.79,1.31,11.128,0.3905,0.73,2.7629,0.451,2.04,13.8909,0.426,9.19,48.76,31.43,9.46,13
"512","4101802",SW,irregular,3.99,0.1517,2453.49,0.04792,4.45,0.1121,24.77,11.72,25.1716,8.08,2.36,11.699,0.2335,0.73,1.9594,0.222,3.09,13.6584,0.229,26.88,11.49,35.62,6.82,13
"513","4101803",SE,irregular,4.16,0.1493,5987.27,0.04382,5.69,0.1121,24.77,11.72,25.1716,7.98,2.36,15.117,0.4411,0.87,2.9256,0.4323,3.22,18.0426,0.4408,15.16,37.75,37.29,51.85,17
"514","4101804",SW,irregular,4.18,0.1478,4738.64,0.12531,5.55,0.1121,24.77,11.72,25.1716,7.46,1.84,19.346,0.2127,0.73,4.2748,0.1965,2.57,23.6208,0.2127,23.6,22.13,50.37,51.53,19
"515","4101805",SW,irregular,4.35,0.142,3021.21,0.23756,7.27,0.1121,24.77,11.72,25.1716,6.85,1.31,33.281,0.0561,1.01,15.038,0.0493,2.32,48.319,0.0598,20.69,16.06,58.98,51.07,18
"516","4101806",SW,irregular,4.51,0.1494,2533.33,0.21181,5.21,0.1121,24.77,11.72,25.1716,6.85,1.31,29.546,0.053,0.869999999999999,8.3258,0.0643,2.18,37.8718,0.0602,22.26,10.94,52.63,43.5,15
"517","4101809",SW,regular,4.36,0.1518,7975,0.08687,6.49,0.1121,24.77,11.72,25.1716,7.25,2.09,7.865,1,0.73,1.4136,1,2.82,9.2786,1,11.19,50.63,29.3,28.95,14
"518","4101811",SE,irregular,4.13,0.1478,3392.5,0.11662,5.23,0.1121,24.77,11.72,25.1716,7.38,1.84,18.057,0.1631,0.73,3.7154,0.1619,2.57,21.7724,0.1652,27.16,21.38,36.69,36.61,17
"519","4209501",E,irregular,4.3,0.1338,5479.22,0.13785,8.49,0.3378,26.13,12.14,35.7895,7.79,1.84,16.276,0.2387,1.29,5.3935,0.2752,3.12,21.6695,0.2502,34.94,15.5,49.63,46.15,19
"520","4209503",S,irregular,4.54,0.1512,1556.96,0.40438,6.26,0.3378,26.13,12.14,35.7895,6.56,0.27,7.458,0.0217,0.73,10.1361,0.0235,0.99,17.5941,0.0278,19.71,21.21,39.28,38.46,14
"521","4212300",E,irregular,4.27,0.1533,1417.21,0.40637,5.64,0.3378,26.13,12.14,35.7895,5.66,0.26,10.152,0.014,0.52,9.4276,0.0164,0.78,19.5796,0.0179,22.29,14.35,30.6,24.51,12
"522","4214701",E,irregular,3.98,0.1515,2015.34,0.28408,7.52,0.3378,26.13,12.14,35.7895,6.8,1.05,19.83,0.0411,0.87,8.7869,0.0419,1.91,28.6169,0.0427,27.21,18.31,59.33,53.88,19
"523","4214703",S,irregular,4.18,0.1649,1160.61,0.44991,4.93,0.3378,26.13,12.14,35.7895,6.16,0.26,0.364,0.3195,0.45,13.0481,0.0084,0.71,13.4121,0.0195,19.73,15.11,32.17,29.41,12
"524","4218601",SW,irregular,4.38,0.155,1935.28,0.44708,7.19,0.3378,26.13,12.14,35.7895,5.88,0.26,1.95,0.0994,0.52,21.1841,0.01,0.78,23.1341,0.0207,18.57,20.22,35.17,34.86,12
"525","4218701",S,irregular,4.27,0.1558,4633.87,0.03127,8,0.2654,24.22,11.27,23.9359,8.72,2.36,17.566,0.2399,1.22,5.5528,0.2138,3.57,23.1188,0.227,26.83,15.9,56.31,47.13,19
"526","4218702",S,irregular,4.55,0.1581,3006.88,0.42848,8.61,0.2654,24.22,11.27,23.9359,6.54,0.26,2.432,0.1239,1.01,9.1937,0.0694,1.27,11.6257,0.1042,28.91,18.34,57.64,33.88,17
"527","4218704",E,irregular,4.92,0.1563,3209.8,0.0774,5.67,0.2654,24.22,11.27,23.9359,7.48,2.1,25.722,0.101,1.01,7.136,0.0954,3.11,32.858,0.0964,30.57,19.02,55.17,49.45,19
"528","4218706",S,irregular,4.7,0.1595,1298.22,0.21113,5.28,0.2654,24.22,11.27,23.9359,7.25,1.31,45.497,0.0144,0.59,15.1262,0.0106,1.9,60.6232,0.0129,21.6,15.18,48.16,52.41,16
"529","4218707",S,regular,4.67,0.1557,4469.91,0.13397,5.8,0.2654,24.22,11.27,23.9359,7.65,1.83,24.181,0.1304,1.11,9.4886,0.1098,2.94,33.6696,0.1238,27.15,21.43,55.52,47.19,20
"530","4218708",SE,irregular,4.36,0.1626,2981.82,0.27059,5.49,0.2654,24.22,11.27,23.9359,6.37,1.05,17.414,0.0693,0.73,8.4818,0.0539,1.77,25.8958,0.0646,25.11,21.46,47.68,49.69,17
"531","4218709",SE,mixed,4.56,0.159,2009.21,0.34681,4.67,0.2654,24.22,11.27,23.9359,5.96,0.78,5.345,0.113,0.86,3.1154,0.1165,1.65,8.4604,0.1243,25.93,14.6,37.42,51.75,14
"532","4218710",SW,irregular,4.51,0.1607,3165.91,0.22428,5.38,0.2654,24.22,11.27,23.9359,6.63,1.31,6.734,0.2373,0.59,2.0645,0.19,1.9,8.7985,0.2168,21.95,27.89,40.45,35.35,16
"533","4220701",E,irregular,3.99,0.1434,4987.56,0.28188,8.43,0.3378,26.13,12.14,35.7895,6.88,1.04,24.772,0.0807,0.86,14.0109,0.0643,1.91,38.7829,0.0779,23.96,22.4,44.12,36.85,16
